1/1/2014,0,1
1/8/2014,3,
1/15/2014,0,1
1/22/2014,2,
1/29/2014,0,
2/5/2014,0,1
2/12/2014,0,
2/19/2014,0,1
2/26/2014,0,
3/5/2014,0,1
3/12/2014,0,
3/19/2014,1,
3/26/2014,0,
4/2/2014,0,1
4/9/2014,0,
4/16/2014,0,
4/23/2014,0,
4/30/2014,3,
5/7/2014,0,
5/14/2014,0,
5/21/2014,0,1
5/28/2014,0,1
6/4/2014,0,
6/11/2014,2,
6/18/2014,0,
6/25/2014,0,
7/2/2014,0,
7/9/2014,0,1
7/16/2014,0,
7/23/2014,0,
7/30/2014,0,
8/6/2014,0,1
8/13/2014,0,1
8/20/2014,0,1
8/27/2014,0,
9/3/2014,0,
9/10/2014,1,
9/17/2014,0,
9/24/2014,0,1
10/1/2014,4,
10/8/2014,0,1
10/15/2014,0,2
10/22/2014,0,1
10/29/2014,0,
11/5/2014,2,
11/12/2014,0,1
11/19/2014,0,
11/26/2014,0,1
12/3/2014,2,1
12/10/2014,0,
12/17/2014,0,
12/24/2014,0,
